Wall time,Step,Value
1618752892.1535378,100,0.189453125
1618752893.188944,200,0.16796875
1618752894.0067387,300,0.13671875
1618752894.8368442,400,0.1484375
1618752895.6485982,500,0.1171875
1618752896.4727345,600,0.111328125
1618752897.2922828,700,0.1015625
1618752898.1294713,800,0.115234375
1618752899.11502,900,0.076171875
1618752899.9567208,1000,0.087890625
1618752900.7698977,1100,0.0703125
1618752901.5835412,1200,0.080078125
1618752902.390348,1300,0.0625
1618752903.1904073,1400,0.056640625
1618752904.1864645,1500,0.064453125
1618752905.0194433,1600,0.060546875
1618752905.838621,1700,0.044921875
1618752906.6505032,1800,0.04296875
1618752907.4605718,1900,0.04296875
1618752908.2837727,2000,0.041015625
1618752909.1348948,2100,0.041015625
1618752910.0645528,2200,0.0390625
1618752910.8575797,2300,0.041015625
1618752911.6536996,2400,0.037109375
1618752912.4436197,2500,0.041015625
1618752913.2435098,2600,0.0390625
1618752914.045859,2700,0.033203125
1618752915.0515218,2800,0.03125
1618752915.856711,2900,0.0390625
1618752916.6673717,3000,0.033203125
1618752917.494573,3100,0.03515625
1618752918.3225775,3200,0.033203125
1618752919.1195872,3300,0.025390625
1618752919.9504795,3400,0.029296875
1618752920.9350164,3500,0.033203125
1618752921.7434883,3600,0.037109375
1618752922.566429,3700,0.03125
1618752923.393813,3800,0.029296875
1618752924.2212908,3900,0.02734375
1618752925.0417624,4000,0.029296875
1618752926.0404894,4100,0.0234375
1618752926.8346686,4200,0.025390625
1618752927.6560223,4300,0.0234375
1618752928.4564147,4400,0.0390625
1618752929.2703514,4500,0.037109375
1618752930.08959,4600,0.037109375
1618752930.9787054,4700,0.02734375
1618752931.8964791,4800,0.0234375
1618752932.7145405,4900,0.025390625
1618752933.5283363,5000,0.04296875
1618752934.326219,5100,0.025390625
1618752935.1378932,5200,0.029296875
1618752935.944611,5300,0.02734375
1618752936.9597273,5400,0.033203125
1618752937.7659688,5500,0.02734375
1618752938.595322,5600,0.025390625
1618752939.3935237,5700,0.02734375
1618752940.2057087,5800,0.041015625
1618752941.0004797,5900,0.037109375
1618752941.895403,6000,0.021484375
1618752942.838819,6100,0.025390625
1618752943.6428337,6200,0.0234375
1618752944.455058,6300,0.025390625
1618752945.277128,6400,0.048828125
1618752946.091557,6500,0.0234375
1618752946.9075248,6600,0.0234375
1618752947.9040658,6700,0.01953125
1618752948.7153835,6800,0.033203125
1618752949.568344,6900,0.029296875
1618752950.391436,7000,0.0234375
1618752951.2107606,7100,0.02734375
1618752952.0367112,7200,0.02734375
1618752952.9975593,7300,0.033203125
1618752953.8147416,7400,0.0234375
1618752954.6267188,7500,0.044921875
1618752955.4584343,7600,0.01953125
1618752956.2676399,7700,0.029296875
1618752957.0907726,7800,0.03125
1618752957.907582,7900,0.03515625
1618752958.9165888,8000,0.021484375
1618752959.7299974,8100,0.02734375
1618752960.5375593,8200,0.03125
1618752961.340294,8300,0.029296875
1618752962.160721,8400,0.013671875
1618752962.9616115,8500,0.0234375
1618752963.953607,8600,0.044921875
1618752964.7754006,8700,0.037109375
1618752965.5816138,8800,0.025390625
1618752966.3926785,8900,0.03125
1618752967.2040634,9000,0.025390625
1618752968.0355406,9100,0.03125
1618752968.8555524,9200,0.021484375
1618752969.8517294,9300,0.02734375
1618752970.6807647,9400,0.01953125
1618752971.4949174,9500,0.033203125
1618752972.3193777,9600,0.029296875
1618752973.2748914,9700,0.03515625
1618752974.2272053,9800,0.03125
1618752975.30476,9900,0.0234375
1618752976.1375098,10000,0.037109375
1618752976.9507413,10100,0.01953125
1618752977.7452955,10200,0.02734375
1618752978.5325491,10300,0.0234375
1618752979.33435,10400,0.025390625
1618752980.3054898,10500,0.025390625
1618752981.1253436,10600,0.029296875
1618752981.9181116,10700,0.025390625
1618752982.6957922,10800,0.02734375
1618752983.4947467,10900,0.0234375
1618752984.2809582,11000,0.025390625
1618752985.086123,11100,0.021484375
1618752986.0583858,11200,0.033203125
1618752986.8735597,11300,0.0234375
1618752987.671686,11400,0.029296875
1618752988.4736483,11500,0.041015625
1618752989.2717228,11600,0.01953125
1618752990.1145768,11700,0.033203125
1618752991.1418233,11800,0.02734375
1618752991.9634469,11900,0.025390625
1618752992.7744448,12000,0.046875
1618752993.5843055,12100,0.025390625
1618752994.3865173,12200,0.025390625
1618752995.2065175,12300,0.029296875
1618752996.0208302,12400,0.029296875
1618752997.016146,12500,0.029296875
1618752997.8170617,12600,0.033203125
1618752998.6275275,12700,0.033203125
1618752999.4524329,12800,0.025390625
1618753000.2644196,12900,0.041015625
1618753001.0836132,13000,0.01953125
1618753002.0927272,13100,0.03515625
1618753002.9067338,13200,0.025390625
1618753003.7177749,13300,0.037109375
1618753004.5255358,13400,0.01953125
1618753005.3157563,13500,0.025390625
1618753006.129017,13600,0.017578125
1618753006.9373767,13700,0.029296875
1618753007.9559462,13800,0.02734375
1618753008.7555957,13900,0.02734375
1618753009.5511687,14000,0.013671875
1618753010.3587716,14100,0.037109375
1618753011.196546,14200,0.025390625
1618753012.0094745,14300,0.03515625
1618753012.9926224,14400,0.02734375
1618753013.803061,14500,0.025390625
1618753014.6053975,14600,0.037109375
1618753015.412805,14700,0.03125
1618753016.2333784,14800,0.037109375
1618753017.0451367,14900,0.015625
1618753017.896011,15000,0.033203125
